Inventory ID,Department or Division,Dataset Name,Dataset Description,Data Classification,Value,Department Priority,Date Added to Inventory,Publishing Status,Dataset ID,Dataset Link,Date Published,Category,Publishing Approach,Update Frequency,field_names,monthly_views,days_since_data_update,days_overdue,data_last_changed_dt,data_processed_at,data_as_of,data_loaded_at
FLM-0001,Film Commission,Film Locations in San Francisco,"<strong>Update - Dec 17, 2024: Columns for the latitude and longitude of the film location, supervisor district, and analysis neighborhood have been added to the datasets. A blank value means geocoding was not possible based on the location description.</strong> 

If you love movies, and you love San Francisco, you're bound to love this -- a listing of filming locations of movies shot in San Francisco starting from 1915. You'll find the titles, locations, fun facts, names of the director, writer, actors, and studio for most of these films.",Level 1 - Public,High,Priority 1,2015-11-03T00:00:00Z,Published,yitu-d5am,https://data.sfgov.org/d/yitu-d5am,11/10/2011,Culture and Recreation,Automated,Annually,"title, release_year, locations, fun_facts, production_company, distributor, director, writer, actor_1, actor_2, actor_3, city, state, point, :@computed_region_6qbp_sg9q, :@computed_region_ajp5_b2md, :@computed_region_26cr_cadq, supervisor_district, data_loaded_at, analysis_neighborhood, longitude, data_as_of, latitude",3736,396,31,2024-12-18T22:30:50Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0097,Municipal Transportation Agency,Mid-Block Traffic Calming Areas,"<strong>A. SUMMARY</strong>
This dataset contains mid-block traffic calming plan areas managed by SFTMA. Traffic calming elements include: Speed Humps, Speed Cushions, Raised Crosswalks, Traffic Islands, Chicanes, among other elements. The dataset contains ""completed"" projects and projects in the ""pending"" and ""on hold"" status. 

<strong>B. HOW THE DATASET IS CREATED</strong>
This dataset is generated by SFMTA.

<strong>C. UPDATE PROCESS</strong>
The underlying dataset updates on an ""as needed"" basis. DataSF checks for updates once a week. 

<strong>D. HOW TO USE THIS DATASET</strong>
Use this dataset to understand traffic calming across the City of San Francisco and map out traffic calming elements.

<strong>E. RELATED DATASETS</strong>
<li><u><a href=""https://data.sfgov.org/Transportation/Intersection-Level-Traffic-Calming-Devices/bp3t-bd4t/about_data"">Intersection-level Traffic Calming Devices</a></u>",Level 1 - Public,Medium,Priority 2,2017-12-18T00:00:00Z,Published,abhw-ffzx,https://data.sfgov.org/d/abhw-ffzx,03/07/2024,Transportation,Automated,Weekly,"row_id, objectid, cnn, nhood, streetname, district, from_st, to_st, project_location, tc_measure, units, install_mo, install_yr, install_datetime, fiscal_yr, program, current_status, current_ti, next_step, next_step_2, shape, data_as_of, data_loaded_at, source",,120,113,2025-09-20T17:26:14Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MYR-0010,Mayor,Large Vehicle - Permit Revocations,"<strong>A. SUMMARY</strong>
This is a table of every Large Vehicle (LV) permit revocation lifecycle.

<strong>B. HOW THE DATASET IS CREATED</strong>
This is created from the LV app encounters and permit_actions tables.

<strong>C. UPDATE PROCESS</strong>
This dataset gets updated from the LV app daily and automatically refreshes here.

<strong>D. HOW TO USE THIS DATASET</strong>
The granularity of the table is a permit revocation for a vehicle.  It's possible one vehicle might have more than one permit revocation initiated over time.

<strong>E. RELATED DATASETS</strong>

<strong>F. KNOWN USES (please add)</strong>
This is here for reference and reporting purposes.

Hyperlink formatting:
<u><a href=""https://tinyurl.com/7fruttpx"">Whatever text you want</a></u>",Level 3 - Sensitive,High,Priority 1,2025-10-09T00:00:00Z,Internal,,,,,,,"data_loaded_at, revocation_appeal_approved_timestamp, revocation_appeal_filed_timestamp, revocation_initiated_timestamp, revocation_initiated_reason, permit_number, vehicle_id_long, vehicle_id, revocation_id, data_as_of, created_at, revocation_appeal_end_outcome, revocation_appeal_status, was_revocation_appeal_filed, revocation_end_outcome, revocation_status, revocation_end_timestamp, revocation_revoked_timestamp, revocation_appeal_end_timestamp, revocation_appeal_denied_timestamp",,75,74,2025-11-04T00:58:30Z,2026-01-18T00:00:00Z,2025-11-03T20:18:09Z,2026-01-18T19:13:25Z
CHF-0015,Children Youth & Their Families,"Our415 - Service at Locations for Children, Youth, and their Families","<strong>A. SUMMARY</strong>
San Francisco offers numerous events and activities tailored for children, youth, and families. However, finding and navigating the disparate sources of information can be a major challenge. Our415.org seeks to simplify this by consolidating all relevant details, ensuring that families can easily find what they need, when they need it. It also encourages discovery of new interests and things to do. This dataset includes data on which services are provided at a given location.

<strong>B. HOW THE DATASET IS CREATED</strong>
This dataset includes data collected from various sources including DCYF’s Contract Management System, Jotform, the SF Service Guide, and data shares from various departments in the City.

<strong>C. UPDATE PROCESS</strong>
The dataset will be updated on a daily basis, reflecting changes to the source data.

<strong>D. HOW TO USE THIS DATASET</strong>
This dataset can be joined to the Services dataset (CHF-0013) using the ID field from the Services dataset and service_id field in the Service at Locations dataset. It can also be joined to the Locations dataset (CHF-0014) using the ID field from the Locations dataset and the location_id field in the Service at Locations dataset.

<strong>E. RELATED DATASETS</strong>

<strong>F. KNOWN USES (please add)</strong>
Our415.org",Level 1 - Public,,,,,my66-wiiw,https://data.sfgov.org/d/my66-wiiw,12/15/2025,Economy and Community,Automated,Daily,"data_loaded_at, data_as_of, id, location_id, service_id",,0,,2026-01-18T15:05:43Z,2026-01-18T00:00:00Z,2025-12-19T13:20:01Z,2026-01-18T19:13:25Z
AIR-0054,Airport (SFO),2011 SFO Customer Survey,"SFO conducts a yearly comprehensive survey of our guests to gauge satisfaction with our facilities, services, and amenities.  SFO compares results to previous surveys to look for areas of improvement and discover elements of the guest experience that are not satisfactory.",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,v94x-pf9r,https://data.sfgov.org/d/v94x-pf9r,01/10/2012,Transportation,,Not updated (historical only),"runid, respnum, ccgid, on_time_staus_of_flight, destmark, destgeo, term, strata, atype, airline, dest, gate, intdate, q1, q1a, q1mil, deptime, passtime, passmin, q2_1, q3_1, q4a, q4b, q4c, q5, q6, q7, saq, q8a, q8b, q8c, q8d, q8e, q8f, q8g, q8h, q8i, q8j, q8k, q8l, q8m, q8n, q10a, q10b, q10c, q10d, q10e, q10f, q11, q12, q13, q13a1, q13a2, q13a3, q14, q15a, q15b, q16, q17, q18state, q18zip, q18country, home, q19, q20, q21, mail, lang",,5064,,2012-03-08T22:26:32Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ENV-0005,Environment,SF Energy Watch Database,"SF Energy Watch, an energy efficiency incentive program, stores records of past and potential participants in a single customized database. Types of information: leads, accounts, contacts, buildings, energy efficiency measures, energy efficiency projects, calculated savings and incentives, and project tracking. SF Energy Watch program is a partnership between the City of San Francisco and PG&E, implemented by the Department of the Environment.",Level 4 - Protected,Low,Priority 4,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CII-0006,Community Invest&Infrastr,Bonds,Agency's issued bonds.,Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0101,Technology,TACAS logs - Splunk,"Logins, key strokes for each piece of network equipment based on logs",Level 5 - Restricted,Medium,Priority 3,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
HOM-0003,Homelessness and Supportive Housing,San Francisco Homeless Veterans,"The Human Services Angency collects data as part of the City's initiative to end chronic homelessness. In partnership with the VA, HUD and several nonprofits, HSA coordinates the identification and assessment of homeless veterans and the eventual matching of those veterans to housing. Data is collected in system ""HomeLink"" developed by Palantir in partnership with Community Solutions and several local offices of other public agencies (VA, HUD) and several nonprofits-- Episcopal Community Services and Swords to Plowshares",Level 4 - Protected,High,Priority 2,2016-01-15T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0009,Technology,Census 2000 Block Group (no Water),"US Census 2000 Block Group Geography modified to conform with SFGIS Library Geography (Streets, Lakes, et al). Water areas have been clipped from this layer",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
FIR-0022,Fire Department,Fire Emergency Response Districts,Fire and Emergency Response Districts - San Francisco,Level 2 - Internal Use,Medium,Priority 2,2023-11-06T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0073,Technology,Call Data Records,Call data records together in order to charge back to departments,Level 4 - Protected,Medium,Priority 3,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
HOM-0001,Homelessness and Supportive Housing,Homeless Information System Data,"Cases, Clients, Encounters, Services, Statuses, and other homeless information system information.",Level 4 - Protected,High,Priority 3,2025-11-01T00:00:00Z,,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-11-14T11:02:13Z,2026-01-18T19:13:25Z
MYR-0040,Mayor,Community Development Public Service Program Activities by Neighborhood,List of unduplicated clients served by work plan activity by project,Level 4 - Protected,Medium,Priority 3,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TID-0009,Treasure Island Development Authority,Clipper Cove Citations End User Load File (EULF),"All Clipper Cove Administrative Citations issued by TIDA are initially entered into this EULF file, which is then uploaded via FTP to TIDA vendor FIS's online payment validation system. As Citation payments are made, those Citation entries are deleted from the EULF by TIDA and an updated version is uploaded.",Level 1 - Public,Low,Priority 2,2015-06-01T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
FIR-0010,Fire Department,Housing Authority Inspections,"Information on Housing Authorigy Buildings Inspections performed by SFFD personnel. Key fields include Inspection Date, Address, Building Name, Status.",Level 1 - Public,Low,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CFC-0001,Children & Families Commsn,Family Resource Center Site Directory,"Lists funded family resource centers, their location, funding level and funding amounts",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ADM-0059,City Administrator’s Office,Minimum Compensation & Health Care Accountability Ordinance case data,Minimum Compensation & Health Care Accountability Ordinance case data,Level 4 - Protected,High,Priority 2,2015-06-01T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPW-0027,Public Works,Right of Way Polygons,"<strong>Note:</strong> This dataset is based off of an analysis run in 2014. Changes made to the right of way after 2014 are not reflected in this dataset.

<strong>Summary</strong>
Right of Way polygons apportioned into street segment and intersection areas. It provides a representation of the street right of way areas. However, it is not provided at engineering levels of spatial accuracy.",Level 1 - Public,High,Priority 1,2015-11-03T00:00:00Z,Published,h8n7-e4ns,https://data.sfgov.org/d/h8n7-e4ns,02/16/2016,City Infrastructure,Manual,As needed,"the_geom, shape_area, fid_1, shape_leng, cnn, cnntext, distance",,711,,2024-02-07T11:18:35Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0055,Ethics Commission,"Campaign Finance - Public Funds Disbursed - November 6, 2012 Election","Under S.F. Campaign and Governmental Conduct Code 1.128, a candidate who wishes to accept the voluntary expenditure ceiling must file Form SFEC-128 no later than the August 8, 2014 deadline for filing nomination papers. In a race where at least one candidate has accepted the VEC, all candidates running for office in the same race must file Form SFEC 134(b) within 24 hours of receiving contributions, making expenditures, or having funds that exceed 100 percent of the applicable VEC. In addition, any person other than a candidate committee who makes or incurs expenditures for the purpose of distributing independent expenditures, electioneering communications, or member communications that clearly identify any candidate that equals or exceeds $5,000 per candidate, must within 24 hours of each time it reaches the $5,000 threshold file a Third Party Disclosure Form.",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Published,7x5u-tf83,https://data.sfgov.org/d/7x5u-tf83,05/18/2012,City Management and Ethics,,Not updated (historical only),"district, candidate, date_of_submission, date_certified_approved, pending_completed, funds_disbursed",,4786,,2012-12-11T17:23:26Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ASR-0009,Assessor-Recorder,Reference: Assessor-Recorder Property Class Codes,Property class code reference dataset for the Assessor-Recorder historical secured property tax dataset. https://data.sfgov.org/d/wv5m-vpq2 Use codes are a superset of property class codes. Both codes include definitions.,Level 1 - Public,Low,Priority 2,2020-09-06T00:00:00Z,Published,pa56-ek2h,https://data.sfgov.org/d/pa56-ek2h,05/29/2018,Housing and Buildings,,As needed,"use_code, use_definition, class_code, class_definition",82,837,,2023-10-04T19:17:32Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0030,Ethics Commission,Compensated Advocacy Ban Waivers,"Under S.F. Campaign and Government Conduct Code section 3.224, no officer of the City and County shall directly or indirectly receive any form of compensation to communicate orally, in writing, or in any other manner on behalf of any other person with any other officer or employee of the City and County with the intent to influence a government decision.  The Ethics Commission may waive the prohibitions of this section for any member of a board or commission who, by law, must be appointed to represent any profession, trade, business, union or association.  The following waivers have been granted under section 3.224(c).",Level 1 - Public,High,Priority 1,2015-04-30T00:00:00Z,Internal,,,,,,,"person_for_whom_waiver_was_granted, board_or_commission, date_waiver_granted",,354,,2025-01-29T18:50:43Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0155,Planning,Zoning Map - Special Sign Districts - Scenic Streets,https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_planning/0-0-0-17747,Level 1 - Public,High,Priority 1,2018-03-16T00:00:00Z,Published,4n3c-huha,https://data.sfgov.org/d/4n3c-huha,03/14/2018,Geographic Locations and Boundaries,,Daily,"objectid, fid_sstree, url, the_geom",,620,619,2024-05-08T10:00:57Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
DPH-0033,Public Health,ARCHIVED: COVID-19 Vaccine Doses Given to San Franciscans by Demographics,"<strong>As of 10/27/2022, this dataset will no longer update. To continue to access updated vaccination metrics given to SF residents, including newly added bivalent boosters, please navigate to the following page: <a href= ""https://data.sfgov.org/d/g8hh-rwgb"">COVID-19 Vaccinations Given to SF Residents by Demographics</a>.</strong> 

<strong>A. SUMMARY</strong>
This dataset represents doses of COVID-19 vaccine administered in California to residents of San Francisco. All vaccines given to people who live in San Francisco are included, no matter where the vaccination took place (the vaccine may have been administered in San Francisco or outside of San Francisco). The data are broken down by multiple demographic stratifications. 

<strong>B. HOW THE DATASET IS CREATED</strong>
Information on doses administered to those who live in San Francisco is from the <a href=""https://cairweb.org/about-cair/"">California Immunization Registry (CAIR)</a>, run by the California Department of Public Health (CDPH). The information on individuals’ city of residence, age, race, and ethnicity are also recorded in CAIR and are self-reported at the time of vaccine administration.

In order to estimate the percent of San Franciscans vaccinated, we provide <a href=""https://data.census.gov/cedsci/table?q=popualtion%20age&g=0500000US06075&tid=ACSST5Y2019.S0101&hidePreview=false"">the same 2019 five-year American Community Survey population estimates</a> that are used in <a href=""https://data.sfgov.org/stories/s/COVID-19-Vaccinations-Progress/7mye-zncy/"">our public dashboards</a>. 

<strong>C. UPDATE PROCESS</strong>
Updated daily via automated process

<strong>D. HOW TO USE THIS DATASET</strong>
Before analysis, you must filter the dataset to the desired stratification of data using the OVERALL_SEGMENT column.

For example, filtering OVERALL_SEGMENT to ""Ages 5+ by Age Bracket, Administered by All Providers"" will filter the data to residents 5 and over whose vaccinations were administered by any provider. You can then further segment the data and calculate percentages by Age Brackets.

If you filter OVERALL_SEGMENT to ""Ages 65+ by Race/Ethnicity, Administered by DPH Only"", you will see the race/ethnicity breakdown for residents aged 65+ who received vaccinations from San Francisco’s Department of Public Health (DPH).",Level 1 - Public,High,Priority 1,2021-04-01T00:00:00Z,Published,wv2h-rqwk,,03/06/2021,Health and Social Services,Automated,Daily,"overall_segment, administering_provider_type, age_group, demographic_group, demographic_subgroup, total_1st_doses, total_2nd_doses, total_single_doses, total_recipients, total_series_completed, subgroup_population, age_group_population, demographic_subgroup_sort_order, total_booster_doses, total_booster_recipients, max_date_administered, data_as_of, data_updated_at, data_loaded_at, total_2nd_booster_recipients",,1179,1178,2022-10-27T17:18:51Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0103,Municipal Transportation Agency,Special Event or Evening Meter Areas,"A. SUMMARY 
Parking meter special events and evening hours area.

B. METHODOLOGY  
Manual updates based on changes to policy.

C. UPDATE FREQUENCY  
Updated very infrequently, less than once per year. 

D. OTHER CRITICAL INFO  
Some blocks falling withing these areas are excluded.",Level 1 - Public,Low,Priority 2,2017-12-21T00:00:00Z,Published,itv4-r6g6,https://data.sfgov.org/d/itv4-r6g6,05/02/2019,Transportation,Automated,Weekly,"areatype, shape, data_as_of, data_loaded_at",,731,724,2024-01-18T23:36:57Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0077,Ethics Commission,Form 700 cover,"This dataset is updated weekly. For more up-to-date filings, refer to the ""View Filed Statements"" or ""Search Within Statements"" links on the <a href=""https://sfethics.org/disclosures/city-officer-disclosure/statement-of-economic-interests-city-officer-disclosure"">Ethics Commission webpage</a>.

Basic Information about the filing. 
Link to Form 700 overview: http://www.fppc.ca.gov/Form700.html

This dataset contains cover page records across electronic Form 700 filings with the SFEC since January 1, 2014.  To see all the data from a specific filing, you should search all the datasets listed <a href=""https://sfethics.org/disclosures/city-officer-disclosure/statement-of-economic-interests-city-officer-disclosure/data-statement-of-economic-interests"">on this page</a> and filter by the filingId of the specific filing.

Prior to the start of e-filing for all in 2022, elected officials, department heads, and members of boards and Commissions filed the Form 700 with the Ethics Commission; designated employees filed the Form 700 on paper with their department's designated filing officer.",Level 3 - Sensitive,High,Priority 2,2016-06-14T00:00:00Z,Published,pm9d-idh4,https://data.sfgov.org/d/pm9d-idh4,11/27/2019,City Management and Ethics,Automated,Weekly,"id, filerid, filingid, filername, filingdate, departmentname, positionname, offices, periodstart, periodend, year, annualstartdate, leavingstatementstartdate, dateassumedoffice, dateleftoffice, firstname, middlename, lastname, descriptioncity, descriptioncounty, descriptionmulticounty, descriptionother, isannual, isassuming, iscandidate, iscity, iscounty, isjudgeorcourt, isleaving, ismulticounty, isother, isstate, schedulea1count, schedulea2count, schedulebcount, schedulec1count, schedulec2count, scheduledcount, scheduleecount, commentcount, categories, form",,0,,2026-01-18T10:42:27Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
CPC-0171,Planning,Planning Department Records - Projects,"A. SUMMARY
This dataset is a list of projects and project data captured by PRJ records from the Planning Department's Accela database.   Supplemental applications required by the Planning Department to review development projects are captured as related child records (CHILD_ID column) with the PRJ record serving as the parent record.  The dataset for related child records and other Planning records can be found at <a href=""https://data.sfgov.org/Economy-and-Community/Planning-Department-Non-Projects/y673-d69b/about_data"">https://data.sfgov.org/Economy-and-Community/Planning-Department-Non-Projects/y673-d69b/about_data</a>.

B. HOW THE DATASET IS CREATED
Records have been exported from the Planning Department's Accela permitting system.

C. UPDATE PROCESS
Updated nightly

D. HOW TO USE THIS DATASET
For further information on permits:
<a href=""https://sfplanning.org/permits"">https://sfplanning.org/permits</a>",Level 1 - Public,Medium,Priority 2,2024-07-31T00:00:00Z,Published,qvu5-m3a2,https://data.sfgov.org/d/qvu5-m3a2,05/13/2024,Economy and Community,Automated,Daily,"applicant_org, affordable_units, environmental_review_type, ahbp_100_percent_affordable, residential_adu_2br_exist, cie_prop, parking_gsf_prop, new_construction, legalization, block, number_of_units_net, financial, residential_1br_prop, residential_2br_exist, description, row_improve, demolition, number_affordable_units_exist, industrial_pdr_exist, residential_adu_1br_exist, residential_adu_3br_exist, residential_adu_studio_exist, residential_studio_prop, facade_alt, environmental_document_type, residential_micro_exist, record_status, rental_units, change_of_use, lot_line_adjust, special_needs, residential_3br_prop, visitor_prop, lot, number_of_market_rate_units, number_of_units_exist, building_permits, project_decision, project_name, additions, state_density_bonus_individual, ownership_units, formula_retail, residential_exist, residential_3br_exist, number_of_units_prop, industrial_pdr_prop, medical_prop, residential_1br_exist, inclusionary, number_market_rate_units_1, number_market_rate_units, residential_adu_2br_prop, office_exist, project_address, office_prop, adu, medical_exist, residential_2br_prop, sb330, residential_sro_prop, parking_spaces_prop, residential_gh_beds_exist, residential_studio_exist, record_type, parking_gsf_exist, parking_spaces_exist, residential_adu_3br_prop, cannabis, state_density_bonus_analyzed, tobacco, retail_commercial_exist, retail_commercial_prop, open_date, other_prj_desc, residential_prop, residential_adu_studio_prop, number_affordable_units_prop, close_date, senior, residential_gh_beds_prop, homesf, environmental_document_date, residential_gh_rooms_prop, sb35, residential_sro_exist, record_id, assigned_to_planner, cie_exist, massage, child_id, number_of_affordable_units, ab2162, applicant, housing_sustainability_dist, residential_micro_prop, visitor_exist, student, project_decision_date, residential_gh_rooms_exist, car_share_spaces_prop, car_share_spaces_exist, other_non_res_desc, leg_zone_change, unkown_units, residential_adu_1br_prop",8750,0,,2026-01-18T07:11:30Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0106,Technology,Urban Conflagration,Emergency Response Modeling - Urban Conflagration,Level 1 - Public,Medium,Priority 2,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
MTA-0004,Municipal Transportation Agency,Customer Surveys,Responses from customers regarding satisfaction levels with the SFMTA.,Level 3 - Sensitive,Medium,Priority 2,2015-04-30T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0081,Technology,EAS Addresses - Linked to Parcel Polygons,Basemap - EAS Addresses (polygons - addresses are linked to APN lot areas),Level 1 - Public,Medium,Priority 2,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
TIS-0087,Technology,Firewall logs - Splunk,Firewall logs - Splunk,Level 5 - Restricted,Medium,Priority 3,2017-07-02T00:00:00Z,Not Published,,,,,,,,,,,,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0098,Ethics Commission,Campaign Finance - List Of Candidates Running For Office Who Have Accepted VEC,Campaign Finance - List Of Candidates Running For Office Who Have Accepted Voluntary Expenditure Ceiling (VEC),Level 1 - Public,High,Priority 1,2017-07-20T00:00:00Z,Published,uvqv-zi4r,https://data.sfgov.org/d/uvqv-zi4r,05/25/2017,City Management and Ethics,Automated,As needed,"election_date, candidate_name, office_sought",,1552,,2021-10-19T04:01:47Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0103,Ethics Commission,Gifts of Travel - Contributors,"Under San Francisco Campaign & Governmental Conduct Code Section 3.216(d) elected officers are required to file the Gifts of Travel form before accepting a gift of transportation, lodging, or subsistence for any out-of-state travel that is paid for in part by an individual or entity other than the City and County of San Francisco, another governmental body, or a bona-fide educational institution as defined in section 203 of the Revenue and Taxation Code, or that is paid for by the City in whole or in part with funds donated by any of those individuals or entities. An elected officer who reimburses an individual or entity for a gift of transportation, lodging or subsistence related to out-of-state travel must also file this form within 30 days of the reimbursement. For more information visit www.sfethics.org. 
 
There are two sub-tables of information on the Gifts of Travel form: Accompanying persons and Contributors.  The parent Gifts of Travel form dataset ( https://data.sfgov.org/City-Management-and-Ethics/Gifts-Of-Travel/snqf-y894 ) must be joined with this Contributors dataset to view the contributors who contributed more than $500 to the entity funding the trip and whose contributions were used in whole or in part to fund the trip.  Join the this dataset with the parent dataset using the DocuSignID.",Level 1 - Public,Medium,Priority 2,2018-03-22T00:00:00Z,Published,hpj3-vnwh,https://data.sfgov.org/d/hpj3-vnwh,11/09/2017,City Management and Ethics,Automated,As needed,"contributor, occupation, employer, docusignid",,31,,2025-12-18T01:12:46Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
RNT-0006,Rent Arbitration Board,Annual Allowable Rent Increase for Units Under Rent Control,"In accordance with Rules and Regulations Section 1.12 (https://www.sf.gov/reports--rent-board-rules-and-regulations), the Rent Board sets the annual allowable rent increase for rent controlled units. The new rates are effective every year on March 1. The amount is based on 60% of the percentage increase in the Consumer Price Index (CPI) for All Urban Consumers in the San Francisco-Oakland-San Jose region for the 12-month period ending October 31, as posted in November by the Bureau of Labor Statistics.",Level 1 - Public,Medium,Priority 2,2015-04-30T00:00:00Z,Published,hsxb-ci7b,https://data.sfgov.org/d/hsxb-ci7b,02/10/2015,Housing and Buildings,Manual,Annually,"effective_starting_date, annual_allowable_increase",268,256,,2025-05-07T19:11:20Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
ETH-0119,Ethics Commission,SFEC Form 31104a - Filing Officer Report - Non-Filers,"Historic data only. With the 2022 roll-out of ""e-filing for all"", Form 31104a was retired. Non-filer lists can be found on annual posts on the Ethics Commission website under category tags ""SEI"" https://sfethics.org/ethics/category/sei

Per San Francisco Campaign and Governmental Conduct Code Section 3.1-104: On or before April 10th of each year, every filing officer shall submit a written report to the Ethics Commission setting forth the names of those persons who are required to file a Form 700 Statement of Economic Interests with that filing officer under this Chapter but have failed to do so, or a report stating that all such persons have filed.  The Ethics Commission shall maintain on its website, a database of the names, departments, and positions of persons who are required to file any statement required by Sections 3.1-101, 3.1-102, and 3.1-103 of the Campaign and Governmental Conduct Code (Form 700 Statements of Economic Interests, Sunshine Ordinance Declarations, and Certificates of Ethics Training) but have failed to file on a timely basis. The list shall be updated no later than ten days after the submittal of a statement. On or before April 10th of each year, the Ethics Commission shall notify each Commission Secretary, or any City staff who fulfills that role for each City board or commission, of the location of the current version of this list.

This dataset contains the names of designated employees who have not filed an assuming office, annual, or leaving office FPPC Form 700.  This dataset does not include elected officials, commissioners, and department heads.  A searchable database of elected officials, commissioners, and department heads that have not filed an assuming office, annual, or leaving office FPPC Form 700 is available here:  https://sfethics.org/disclosures/city-officer-disclosure/statement-of-economic-interests-city-officer-disclosure",Level 1 - Public,High,Priority 1,2020-07-01T00:00:00Z,Published,bjbu-wb5z,https://data.sfgov.org/d/bjbu-wb5z,03/29/2019,City Management and Ethics,Manual,Not updated (historical only),"docusignid, nffirstname, nflastname, nfpositiondepartment, nffilingtype, departmentboardcommissionname, staffpersonmanagepdrname, staffpersontitle, departmentheadname, nfofficedate, report_date",,1628,,2021-08-04T14:12:38Z,2026-01-18T00:00:00Z,2025-02-27T14:27:46Z,2026-01-18T19:13:25Z
